gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
ACOT13	2	5	0	1	143.55	287.1	15	2	1	1	1	0.285714285714286	1	7
ACOT9	6	20	3	2	442.53	885.06	15	2	0.131256952169077	-4	1	-0.369230769230769	5	26
ACP1	1	3	1	0	157.41	314.82	15	2	0.4	-Inf	1	-0.75	1	4
ACP6	2	14	4	3	304.59	609.18	15	2	0.0450038138825324	-8.33333333333333	1	-0.446428571428571	7	16
ACPP	6	9	1	0	368.28	736.56	15	2	0.4375	-Inf	1	-0.6	1	15
ACR-ACRL	22	16	10	6	369.93	739.86	15	2	1	-0.212121212121212	1	-0.0460526315789473	16	38
ACRBP	32	27	7	3	488.4	976.8	15	2	0.495751035832447	-0.96875	1	-0.157627118644068	10	59
ACSS1	4	27	5	7	662.31	1324.62	15	2	0.087986601763955	-3.82142857142857	1	-0.287634408602151	12	31
ACSS3	43	17	3	1	365.97	731.94	15	2	1	-0.186046511627907	1	-0.0333333333333333	4	60
ACTA1	0	7	0	6	374.22	748.44	15	2	1	NA	1	0	6	7
ACTN2	1	20	1	1	889.02	1778.04	15	2	0.1699604743083	-19	1	-0.452380952380952	2	21
ACTR2	0	5	0	1	391.05	782.1	15	2	1	NA	1	0	1	5
ACTR3B	0	12	1	1	313.83	627.66	15	2	0.142857142857143	-Inf	1	-0.5	2	12
ACTR6	0	12	0	3	393.03	786.06	15	2	1	NA	1	0	3	12
ACYP2	2	1	0	0	77.22	154.44	15	2	1	NA	1	NA	0	3
ADAM15	36	76	14	29	978.45	1956.9	15	2	1	-0.0191570881226053	1	-0.00415282392026578	43	112
ADAM17	11	41	1	16	822.69	1645.38	15	2	0.268942233574226	0.767045454545455	1	0.152714932126697	17	52
ADAM22	3	23	0	8	945.45	1890.9	15	2	1	1	1	0.115384615384615	8	26
ADAMTS1	17	72	4	3	921.69	1843.38	15	2	0.0389952323347328	-4.64705882352941	1	-0.380417335473515	7	89
ADAMTS20	29	76	8	7	1838.43	3676.86	15	2	0.0695786671100272	-1.99507389162562	1	-0.257142857142857	15	105
ADAMTS5	6	32	1	3	793.32	1586.64	15	2	0.532207629768605	-0.777777777777778	1	-0.0921052631578947	4	38
ADARB2	1	21	1	7	682.11	1364.22	15	2	0.468965517241379	-2	1	-0.0795454545454545	8	22
ADAT2	5	5	0	1	94.38	188.76	15	2	1	1	1	0.5	1	10
ADCK2	8	18	1	8	313.83	627.66	15	2	0.390714238977015	0.71875	1	0.196581196581197	9	26
ADCY1	2	19	0	1	652.41	1304.82	15	2	1	1	1	0.0952380952380952	1	21
ADCY2	5	31	4	2	1057.32	2114.64	15	2	0.0134908286384538	-11.4	1	-0.527777777777778	6	36
ADCY3	5	39	5	28	1115.4	2230.8	15	2	0.736683550991731	-0.392857142857143	1	-0.0378787878787879	33	44
ADCY8	5	24	3	4	866.91	1733.82	15	2	0.167457305502846	-2.6	1	-0.25615763546798	7	29
ADCYAP1	0	3	1	0	152.46	304.92	15	2	0.25	-Inf	1	-1	1	3
ADCYAP1R1	0	16	1	2	451.44	902.88	15	2	0.157894736842105	-Inf	1	-0.333333333333333	3	16
ADGB	84	70	16	8	1681.02	3362.04	15	2	0.376682433298575	-0.666666666666667	1	-0.121212121212121	24	154
ADGRB1	3	47	1	15	1292.94	2585.88	15	2	1	-0.0444444444444445	1	-0.0025	16	50
ADGRB3	2	20	0	3	594.99	1189.98	15	2	1	1	1	0.0909090909090909	3	22
ADGRF4	19	36	4	1	671.22	1342.44	15	2	0.0661509120551232	-6.57894736842105	1	-0.454545454545455	5	55
ADGRF5	108	57	9	6	1330.56	2661.12	15	2	0.778654499797087	0.208333333333333	1	0.0545454545454546	15	165
ADGRG2	46	43	12	7	1295.91	2591.82	15	2	0.450669195466713	-0.602484472049689	1	-0.114725014784151	19	89
ADGRG6	97	66	6	4	2221.56	4443.12	15	2	1	-0.0206185567010309	1	-0.00490797546012267	10	163
ADGRG7	41	28	3	3	773.19	1546.38	15	2	0.686509951973969	0.317073170731707	1	0.0942028985507246	6	69
ADHFE1	4	16	7	3	455.4	910.8	15	2	0.0146919214385481	-8.33333333333333	1	-0.5	10	20
ADI1	3	6	1	3	179.19	358.38	15	2	1	0.333333333333333	1	0.0833333333333333	4	9
ADIPOR2	3	9	0	1	382.14	764.28	15	2	1	1	1	0.25	1	12
ADNP2	21	44	1	11	1063.26	2126.52	15	2	0.161921688445566	0.80952380952381	1	0.23974358974359	12	65
ADPRH	9	12	1	8	380.16	760.32	15	2	0.203514326752708	0.833333333333333	1	0.317460317460317	9	21
ADPRHL1	112	87	36	27	1928.52	3857.04	15	2	1	-0.0357142857142858	1	-0.00861450107681261	63	199
ADSL	3	15	0	4	481.14	962.28	15	2	1	1	1	0.166666666666667	4	18
ADSS	1	12	2	2	411.84	823.68	15	2	0.120588235294118	-11	1	-0.423076923076923	4	13
ADTRP	5	9	0	0	231.66	463.32	15	2	1	NA	1	NA	0	14
AFDN	7	58	4	9	1877.37	3754.74	15	2	0.0796374782466384	-2.68253968253968	1	-0.2	13	65
AFF3	17	17	4	1	419.1	838.2	15	2	0.348944085786191	-3	1	-0.3	5	34
AFG1L	3	14	1	4	460.35	920.7	15	2	1	-0.166666666666667	1	-0.0235294117647059	5	17
AFG3L2	6	38	0	11	797.94	1595.88	15	2	0.330368726106795	1	1	0.136363636363636	11	44
AFTPH	30	29	14	8	843.48	1686.96	15	2	0.328880907536325	-0.691666666666667	1	-0.12788906009245	22	59
AGAP3	5	37	3	17	922.68	1845.36	15	2	0.705214347723189	-0.305882352941176	1	-0.030952380952381	20	42
AGBL3	39	28	3	2	767.25	1534.5	15	2	1	-0.0769230769230769	1	-0.017910447761194	5	67
AGK	9	13	5	3	420.75	841.5	15	2	0.417082569826198	-1.40740740740741	1	-0.215909090909091	8	22
AGPAT3	1	16	1	2	314.49	628.98	15	2	0.28421052631579	-7	1	-0.274509803921569	3	17
AGPAT4	1	13	1	2	332.97	665.94	15	2	0.330882352941176	-5.5	1	-0.261904761904762	3	14
AGPAT5	1	9	0	1	362.34	724.68	15	2	1	1	1	0.1	1	10
AGR2	3	8	0	2	171.27	342.54	15	2	1	1	1	0.272727272727273	2	11
AGR3	0	6	0	2	164.34	328.68	15	2	1	NA	1	0	2	6
AGT	11	23	4	0	460.35	920.7	15	2	0.0184921763869132	-Inf	1	-0.676470588235294	4	34
AHI1	31	35	8	1	1013.76	2027.52	15	2	0.0294681178842609	-8.03225806451613	1	-0.419191919191919	9	66
AHR	15	23	1	3	851.73	1703.46	15	2	1	0.488888888888889	1	0.144736842105263	4	38
AHRR	13	23	6	5	660	1320	15	2	0.312066740229567	-1.12307692307692	1	-0.184343434343434	11	36
AHSA2	3	12	0	3	333.63	667.26	15	2	1	1	1	0.2	3	15
AICDA	0	4	0	1	197.01	394.02	15	2	1	NA	1	0	1	4
AIG1	7	5	0	0	150.48	300.96	15	2	1	NA	1	NA	0	12
AIM1	36	60	8	9	1731.51	3463.02	15	2	0.590476225839404	-0.481481481481481	1	-0.0955882352941176	17	96
AK9	82	77	13	14	2411.64	4823.28	15	2	0.836013301893333	0.128048780487805	1	0.0342417889587701	27	159
AKAIN1	0	3	0	0	68.31	136.62	15	2	1	NA	1	NA	0	3
AKAP12	94	66	27	10	1879.35	3758.7	15	2	0.134638246025064	-0.895744680851064	1	-0.14222972972973	37	160
AKAP17A	13	42	1	5	686.07	1372.14	15	2	1	0.353846153846154	1	0.0696969696969697	6	55
AKAP7	11	11	1	1	238.26	476.52	15	2	1	0	1	0	2	22
AKAP7L	42	42	12	2	652.41	1304.82	15	2	0.0183841750073606	-5	1	-0.357142857142857	14	84
AKAP9	103	115	28	19	3895.65	7791.3	15	2	0.148373035659536	-0.645375574859479	1	-0.12326761663088	47	218
AKR1B10L2	6	12	0	2	314.82	629.64	15	2	1	1	1	0.333333333333333	2	18
AKR1B10L3	2	11	2	1	267.3	534.6	15	2	0.135714285714286	-10	1	-0.512820512820513	3	13
AKR1D1	0	9	0	4	293.04	586.08	15	2	1	NA	1	0	4	9
AKT3	2	17	1	1	470.25	940.5	15	2	0.271428571428572	-7.5	1	-0.394736842105263	2	19
ALDH1L2	8	31	3	4	896.94	1793.88	15	2	0.332840102920746	-1.90625	1	-0.223443223443223	7	39
ALDH5A1	3	18	1	1	401.94	803.88	15	2	0.324110671936759	-5	1	-0.357142857142857	2	21
ALDH8A1	11	38	0	3	970.2	1940.4	15	2	1	1	1	0.224489795918367	3	49
ALG10	12	25	6	7	468.27	936.54	15	2	0.504171038541677	-0.785714285714286	1	-0.137214137214137	13	37
ALG11	10	17	4	6	402.93	805.86	15	2	1	-0.133333333333333	1	-0.0296296296296297	10	27
ALG12	1	16	2	0	351.78	703.56	15	2	0.0175438596491228	-Inf	1	-0.941176470588235	2	17
ALG2	5	21	2	8	392.7	785.4	15	2	1	-0.05	1	-0.00769230769230769	10	26
ALG5	9	11	5	1	322.74	645.48	15	2	0.169565217391304	-5.11111111111111	1	-0.383333333333333	6	20
ALG8	11	25	8	3	412.83	825.66	15	2	0.0176069075855675	-5.06060606060606	1	-0.421717171717172	11	36
ALK	29	41	7	5	1171.5	2343	15	2	0.350703444808237	-0.979310344827586	1	-0.169047619047619	12	70
ALKBH8	18	27	6	7	624.69	1249.38	15	2	0.755445619266955	-0.285714285714286	1	-0.0615384615384615	13	45
ALOX5AP	0	6	0	5	160.38	320.76	15	2	1	NA	1	0	5	6
ALS2CL	8	50	5	9	970.2	1940.4	15	2	0.11352100031028	-2.47222222222222	1	-0.219211822660099	14	58
ALX1	4	8	1	0	323.73	647.46	15	2	0.384615384615385	-Inf	1	-0.666666666666667	1	12
AMD1	0	2	0	2	332.31	664.62	15	2	1	NA	1	0	2	2
AMDHD1	5	14	3	1	431.64	863.28	15	2	0.102766798418972	-7.4	1	-0.486842105263158	4	19
AMER2	10	30	3	3	609.84	1219.68	15	2	0.329854884566468	-2	1	-0.25	6	40
AMIGO2	11	24	4	3	516.78	1033.56	15	2	0.225228116434792	-1.90909090909091	1	-0.257142857142857	7	35
AMN1	0	14	1	1	264.33	528.66	15	2	0.125	-Inf	1	-0.5	2	14
AMPH	50	50	8	7	1394.91	2789.82	15	2	1	-0.142857142857143	1	-0.0333333333333333	15	100
ANAPC1	12	66	4	9	1877.7	3755.4	15	2	0.233305066991803	-1.44444444444444	1	-0.153846153846154	13	78
ANGEL2	19	24	4	5	552.42	1104.84	15	2	1	-0.0105263157894737	1	-0.00258397932816534	9	43
ANGPT2	1	11	1	0	768.24	1536.48	15	2	0.153846153846154	-Inf	1	-0.916666666666667	1	12
ANGPTL5	6	17	2	1	387.09	774.18	15	2	0.215384615384615	-4.66666666666667	1	-0.405797101449275	3	23
ANKEF1	34	48	10	5	764.28	1528.56	15	2	0.0929232343750373	-1.82352941176471	1	-0.252032520325203	15	82
ANKH	5	17	0	1	481.8	963.6	15	2	1	1	1	0.227272727272727	1	22
ANKIB1	5	39	2	6	1084.05	2168.1	15	2	0.291450493240774	-1.6	1	-0.136363636363636	8	44
ANKMY2	7	18	2	1	454.41	908.82	15	2	0.234432234432234	-4.14285714285714	1	-0.386666666666667	3	25
ANKRD10	0	6	1	2	306.57	613.14	15	2	0.333333333333333	-Inf	1	-0.333333333333333	3	6
ANKRD12	36	68	12	17	1996.5	3993	15	2	0.518556289517055	-0.333333333333333	1	-0.0676392572944297	29	104
ANKRD26	104	106	24	11	2431.44	4862.88	15	2	0.0443691931419141	-1.22377622377622	1	-0.19047619047619	35	210
ANKRD28	3	34	2	10	1006.83	2013.66	15	2	0.584379542751421	-1.26666666666667	1	-0.0855855855855856	12	37
ANKRD29	0	16	2	2	298.98	597.96	15	2	0.0315789473684211	-Inf	1	-0.5	4	16
ANKRD33B	10	17	2	9	509.85	1019.7	15	2	0.443780351552833	0.622222222222222	1	0.188552188552189	11	27
ANKRD46	1	14	0	2	226.71	453.42	15	2	1	1	1	0.0666666666666667	2	15
ANKRD49	2	25	0	4	241.56	483.12	15	2	1	1	1	0.0740740740740741	4	27
ANKRD54	3	12	1	6	257.4	514.8	15	2	1	0.333333333333333	1	0.0571428571428572	7	15
ANKRD6	15	45	5	9	812.79	1625.58	15	2	0.506431787254619	-0.666666666666667	1	-0.107142857142857	14	60
ANKRD66	6	7	0	3	181.17	362.34	15	2	0.25	1	1	0.461538461538462	3	13
ANKRD9L	0	8	0	1	294.03	588.06	15	2	1	NA	1	0	1	8
ANKS1B	8	20	1	0	640.2	1280.4	15	2	0.310344827586207	-Inf	1	-0.714285714285714	1	28
ANKS6	29	37	7	4	1086.03	2172.06	15	2	0.329649481789352	-1.23275862068966	1	-0.196969696969697	11	66
ANLN	53	39	4	2	1085.04	2170.08	15	2	1	-0.471698113207547	1	-0.0905797101449275	6	92
ANO10	6	30	3	2	544.5	1089	15	2	0.0611450791168378	-6.5	1	-0.433333333333333	5	36
ANO4	1	17	2	2	944.46	1888.92	15	2	0.0727272727272727	-16	1	-0.444444444444444	4	18
ANO6	14	46	3	3	873.51	1747.02	15	2	0.172165970817478	-2.28571428571429	1	-0.266666666666667	6	60
ANOS1	28	27	2	5	780.78	1561.56	15	2	0.4267413462804	0.614285714285714	1	0.223376623376623	7	55
ANXA13	15	14	7	4	417.78	835.56	15	2	0.723469250888606	-0.633333333333333	1	-0.119122257053291	11	29
AOAH	19	30	2	2	560.34	1120.68	15	2	1	-0.578947368421053	1	-0.112244897959184	4	49
AOC1	29	20	14	16	738.87	1477.74	15	2	0.353403923242169	0.396551724137931	1	0.125170068027211	30	49
AP1S2	0	5	0	1	147.51	295.02	15	2	1	NA	1	0	1	5
APAF1	18	48	1	6	1235.52	2471.04	15	2	0.668094841081191	0.555555555555556	1	0.12987012987013	7	66
APBB1	11	31	2	11	631.62	1263.24	15	2	0.710007150784956	0.487603305785124	1	0.108058608058608	13	42
APBB1IP	25	33	2	4	724.02	1448.04	15	2	1	0.34	1	0.0977011494252873	6	58
APCDD1	3	24	0	4	507.87	1015.74	15	2	1	1	1	0.111111111111111	4	27
APLF	26	22	2	2	399.3	798.6	15	2	1	0.153846153846154	1	0.0416666666666666	4	48
APMAP	1	14	3	0	403.92	807.84	15	2	0.00490196078431373	-Inf	1	-0.933333333333333	3	15
APOB	110	139	13	12	4636.17	9272.34	15	2	0.528881452995627	-0.368939393939394	1	-0.0782329317269077	25	249
APOLD1	3	11	1	3	232.65	465.3	15	2	1	-0.222222222222222	1	-0.0357142857142857	4	14
APOO	5	5	3	1	220.77	441.54	15	2	0.58041958041958	-2	1	-0.25	4	10
APOV1	0	4	0	1	105.93	211.86	15	2	1	NA	1	0	1	4
APP	0	32	1	6	726.66	1453.32	15	2	0.179487179487179	-Inf	1	-0.142857142857143	7	32
APPL2	5	39	1	6	652.41	1304.82	15	2	1	-0.3	1	-0.0292207792207792	7	44
AQP1	1	15	0	1	269.28	538.56	15	2	1	1	1	0.0625	1	16
AQP11	12	16	5	3	258.39	516.78	15	2	0.433849057875754	-1.22222222222222	1	-0.196428571428571	8	28
AQP4	5	18	2	2	366.3	732.6	15	2	0.269230769230769	-2.6	1	-0.282608695652174	4	23
AR	0	15	0	1	378.51	757.02	15	2	1	NA	1	0	1	15
ARC	2	15	1	4	400.95	801.9	15	2	1	-0.875	1	-0.0823529411764706	5	17
ARF1	0	9	0	2	180.18	360.36	15	2	1	NA	1	0	2	9
ARFGAP3	18	10	1	0	513.81	1027.62	15	2	1	-Inf	1	-0.357142857142857	1	28
ARFGEF1	6	55	3	8	1826.22	3652.44	15	2	0.13374270223394	-2.4375	1	-0.174366616989568	11	61
ARFGEF3	19	86	7	17	2184.27	4368.54	15	2	0.260555344560802	-0.863777089783282	1	-0.110714285714286	24	105
ARGLU1	1	3	0	0	270.27	540.54	15	2	1	NA	1	NA	0	4
ARHGAP12	12	25	3	3	895.95	1791.9	15	2	0.647356479684748	-1.08333333333333	1	-0.175675675675676	6	37
ARHGAP18	19	21	3	2	653.4	1306.8	15	2	0.665154093401399	-0.657894736842105	1	-0.125	5	40
ARHGAP20	11	33	8	12	915.75	1831.5	15	2	0.249600502845191	-1	1	-0.15	20	44
ARHGAP21	27	86	11	11	1971.09	3942.18	15	2	0.0190616915906661	-2.18518518518519	1	-0.261061946902655	22	113
ARHGAP28	4	16	5	1	644.49	1288.98	15	2	0.00966859227728791	-19	1	-0.633333333333333	6	20
ARHGAP39L	15	34	7	25	1166.22	2332.44	15	2	0.450919448903615	0.365333333333333	1	0.0873724489795918	32	49
ARHGAP42	1	19	1	2	635.25	1270.5	15	2	0.24901185770751	-8.5	1	-0.283333333333333	3	20
ARHGAP8	22	3	0	0	196.02	392.04	15	2	1	NA	1	NA	0	25
ARHGDIB	0	6	0	0	198.99	397.98	15	2	1	NA	1	NA	0	6
ARHGEF10	8	54	4	6	1335.84	2671.68	15	2	0.0551753752952202	-3.5	1	-0.270967741935484	10	62
ARHGEF17	5	22	3	16	876.48	1752.96	15	2	1	0.175	1	0.0272904483430799	19	27
ARHGEF33	4	27	38	14	803.88	1607.76	15	2	7.9654050030333e-08	-17.3214285714286	0.000433198551089966	-0.601736972704715	52	31
ARHGEF5	90	56	4	3	1715.67	3431.34	15	2	1	0.17037037037037	1	0.0450097847358122	7	146
ARHGEF7	7	22	4	6	782.1	1564.2	15	2	0.423806484003228	-1.0952380952381	1	-0.158620689655172	10	29
ARID1B	3	14	0	5	1091.64	2183.28	15	2	1	1	1	0.176470588235294	5	17
ARID2	8	29	2	5	1846.35	3692.7	15	2	0.649038605064518	-0.45	1	-0.0694980694980695	7	37
ARID4B	15	38	3	6	1352.34	2704.68	15	2	0.71098905548167	-0.266666666666667	1	-0.050314465408805	9	53
ARL1	0	15	0	2	180.18	360.36	15	2	1	NA	1	0	2	15
ARL11	10	10	4	2	198	396	15	2	0.652173913043478	-1	1	-0.166666666666667	6	20
ARL13B	0	4	0	0	136.95	273.9	15	2	1	NA	1	NA	0	4
ARL4A	0	10	0	0	198.99	397.98	15	2	1	NA	1	NA	0	10
ARL5B	0	12	0	0	165.33	330.66	15	2	1	NA	1	NA	0	12
ARL6	3	6	1	1	185.13	370.26	15	2	1	-1	1	-0.166666666666667	2	9
ARL8BL	1	5	0	1	206.91	413.82	15	2	1	1	1	0.166666666666667	1	6
ARMC1	2	6	0	2	277.2	554.4	15	2	1	1	1	0.25	2	8
ARMC10	6	17	2	2	250.47	500.94	15	2	0.558290598290598	-1.83333333333333	1	-0.239130434782609	4	23
ARMC2	38	34	7	5	807.84	1615.68	15	2	0.764814764520193	-0.252631578947368	1	-0.0555555555555556	12	72
ARMC3	21	31	4	6	854.37	1708.74	15	2	1	0.0158730158730159	1	0.00384615384615383	10	52
ARMC4	18	46	2	9	1005.84	2011.68	15	2	0.716627057665993	0.432098765432099	1	0.0994318181818182	11	64
ARMT1	11	18	1	0	423.06	846.12	15	2	0.4	-Inf	1	-0.620689655172414	1	29
ARNTL2	16	30	2	3	607.2	1214.4	15	2	1	-0.25	1	-0.0521739130434783	5	46
ARPP21	16	28	2	1	748.44	1496.88	15	2	0.549306197964847	-2.5	1	-0.303030303030303	3	44
ARR3	1	15	2	9	360.03	720.06	15	2	0.548717948717949	-2.33333333333333	1	-0.119318181818182	11	16
ARSA	8	20	1	1	467.94	935.88	15	2	0.517241379310345	-1.5	1	-0.214285714285714	2	28
ARSE	39	35	2	6	840.18	1680.36	15	2	0.263981588032221	0.700854700854701	1	0.277027027027027	8	74
ARSH	32	28	2	1	542.52	1085.04	15	2	1	-0.75	1	-0.133333333333333	3	60
ART4	8	9	6	1	298.98	597.96	15	2	0.171780736426045	-5.75	1	-0.386554621848739	7	17
ARV1	2	5	4	2	232.65	465.3	15	2	0.286130536130536	-4	1	-0.380952380952381	6	7
ARX	1	7	0	2	218.79	437.58	15	2	1	1	1	0.125	2	8
ASAP1	14	41	3	6	1302.84	2605.68	15	2	0.689431287840925	-0.464285714285714	1	-0.0787878787878788	9	55
ASAP2	25	34	1	10	1091.97	2183.94	15	2	0.0443978876952344	0.864	1	0.332819722650231	11	59
ASB10	7	22	4	5	427.68	855.36	15	2	0.400758743363357	-1.51428571428571	1	-0.203065134099617	9	29
ASB11	8	12	1	3	319.77	639.54	15	2	1	0.5	1	0.15	4	20
ASB15	13	17	6	2	586.08	1172.16	15	2	0.231988586827297	-2.92307692307692	1	-0.316666666666667	8	30
ASB3	9	24	4	5	487.08	974.16	15	2	0.422289097438233	-1.13333333333333	1	-0.171717171717172	9	33
ASB4	5	21	2	4	431.64	863.28	15	2	0.58959028550241	-1.1	1	-0.141025641025641	6	26
ASB9	6	18	0	1	250.8	501.6	15	2	1	1	1	0.25	1	24
ASCC3	12	57	2	3	1729.2	3458.4	15	2	0.237160467432511	-2.16666666666667	1	-0.226086956521739	5	69
ASCL4	2	9	1	3	187.11	374.22	15	2	1	-0.5	1	-0.0681818181818182	4	11
ASF1A	0	6	0	1	202.95	405.9	15	2	1	NA	1	0	1	6
ASMT	10	13	1	1	343.53	687.06	15	2	1	-0.3	1	-0.0652173913043478	2	23
ASMTL	22	24	6	3	626.67	1253.34	15	2	0.468772071435778	-1.18181818181818	1	-0.188405797101449	9	46
ASNS	6	21	1	5	556.38	1112.76	15	2	1	0.3	1	0.0555555555555556	6	27
ASRGL1	9	14	3	3	313.83	627.66	15	2	0.669319186560566	-0.555555555555556	1	-0.108695652173913	6	23
ASTE1	31	34	5	8	663.3	1326.6	15	2	0.76168162200515	0.314516129032258	1	0.0923076923076923	13	65
ASXL2	41	84	14	20	1293.6	2587.2	15	2	0.41756874480748	-0.434146341463415	1	-0.0837647058823529	34	125
ASXL3	21	57	11	12	2157.87	4315.74	15	2	0.0753742980623757	-1.48809523809524	1	-0.209030100334448	23	78
ASZ1	17	24	3	3	490.71	981.42	15	2	1	-0.411764705882353	1	-0.0853658536585366	6	41
ATAD2	87	70	19	13	805.86	1611.72	15	2	0.701470889786634	-0.175950486295314	1	-0.039609872611465	32	157
ATAD2B	6	28	3	2	1428.57	2857.14	15	2	0.0702483860378597	-6	1	-0.423529411764706	5	34
ATF3	0	4	0	1	180.18	360.36	15	2	1	NA	1	0	1	4
ATF4	4	10	3	3	351.45	702.9	15	2	0.612616099071208	-1.5	1	-0.214285714285714	6	14
ATF7IP	28	45	12	1	1596.87	3193.74	15	2	0.000426021230232929	-18.2857142857143	0.42125753829487	-0.539515279241307	13	73
ATG9B	7	26	4	19	781.11	1562.22	15	2	1	0.218045112781955	1	0.0382081686429513	23	33
ATL2	6	14	3	4	594	1188	15	2	0.652660383095166	-0.75	1	-0.128571428571429	7	20
ATM	75	109	16	19	2974.95	5949.9	15	2	0.581380012955457	-0.223859649122807	1	-0.0495341614906832	35	184
ATN1	5	61	4	22	1136.85	2273.7	15	2	0.264841895771224	-1.21818181818182	1	-0.0780885780885781	26	66
ATP10A	14	37	4	6	1320.99	2641.98	15	2	0.462378566642782	-0.761904761904762	1	-0.125490196078431	10	51
ATP11A	16	40	4	8	1211.1	2422.2	15	2	0.737449211432387	-0.25	1	-0.0476190476190476	12	56
ATP1A1	1	48	0	8	1013.76	2027.52	15	2	1	1	1	0.0204081632653061	8	49
ATP1B1	4	16	0	6	282.15	564.3	15	2	0.54247491638796	1	1	0.2	6	20
ATP23	2	9	0	1	236.94	473.88	15	2	1	1	1	0.181818181818182	1	11
ATP2C1	14	31	1	6	952.38	1904.76	15	2	0.657888884935601	0.630952380952381	1	0.168253968253968	7	45
